age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
39;management;married;secondary;no;-785;no;no;cellular;12;oct;147;3;-1;0;unknown;no
33;blue-collar;married;primary;no;5624;yes;no;unknown;14;jul;123;2;-1;0;unknown;no
37;unemployed;married;secondary;no;-430;no;no;telephone;4;jan;74;1;-1;0;unknown;no
24;services;married;primary;no;1797;yes;no;cellular;19;nov;439;2;-1;1;unknown;no
55;blue-collar;single;tertiary;no;-345;no;no;cellular;11;aug;376;3;-1;0;unknown;no
36;housemaid;single;secondary;no;1038;no;no;telephone;21;aug;151;4;-1;0;unknown;no
54;management;married;secondary;no;145;no;no;cellular;25;apr;146;1;-1;0;unknown;no
41;services;married;primary;no;2082;no;no;telephone;16;aug;320;2;-1;1;unknown;no
55;technician;single;secondary;yes;-14;yes;no;telephone;1;jul;222;1;-1;0;unknown;no
43;blue-collar;divorced;tertiary;no;-331;yes;no;unknown;21;may;325;1;-1;1;unknown;no
49;management;single;unknown;no;518;no;no;cellular;16;may;172;3;-1;1;unknown;no
48;management;married;secondary;no;-152;yes;no;unknown;22;may;301;1;-1;0;unknown;yes
47;housemaid;married;secondary;no;-741;no;no;cellular;25;may;509;2;-1;0;unknown;no
44;management;single;tertiary;no;-299;no;yes;cellular;6;jun;248;3;-1;0;unknown;no
38;admin.;married;primary;no;18418;yes;yes;cellular;4;jul;739;2;-1;0;unknown;yes
60;blue-collar;divorced;secondary;no;-723;yes;no;cellular;14;may;330;1;-1;0;unknown;no
30;management;divorced;secondary;no;496;no;no;telephone;28;jul;33;1;-1;2;unknown;no
40;technician;divorced;secondary;no;-40;no;no;unknown;10;may;232;3;-1;1;unknown;no
40;entrepreneur;married;secondary;no;5980;no;no;cellular;14;aug;417;1;-1;0;unknown;yes
44;blue-collar;single;secondary;no;-539;no;no;cellular;25;jul;358;1;-1;1;unknown;no
35;services;single;secondary;no;314;yes;yes;cellular;26;feb;411;3;-1;1;unknown;no
43;technician;married;primary;no;1278;yes;no;cellular;24;aug;294;3;-1;0;unknown;no
38;management;married;secondary;no;17;yes;no;cellular;30;nov;714;1;-1;1;unknown;yes
23;admin.;married;tertiary;no;-391;yes;no;cellular;26;jul;450;5;-1;0;unknown;no
40;services;married;primary;no;173;no;no;unknown;5;jun;277;1;92;1;success;no
28;management;divorced;tertiary;no;-95;no;no;cellular;14;jun;331;1;-1;0;unknown;no
22;self-employed;single;tertiary;no;-98;no;yes;unknown;25;mar;972;2;-1;1;unknown;yes
41;blue-collar;married;secondary;no;1881;yes;no;cellular;18;jun;673;3;-1;0;unknown;no
45;admin.;married;tertiary;no;741;yes;no;cellular;5;apr;227;4;145;0;failure;no
46;entrepreneur;married;secondary;no;1004;yes;no;cellular;22;apr;337;1;-1;1;unknown;no
46;services;married;secondary;no;626;yes;no;cellular;6;apr;709;2;-1;1;unknown;no
20;housemaid;married;tertiary;no;1964;yes;no;cellular;10;aug;112;5;-1;0;unknown;no
26;blue-collar;single;secondary;no;3141;yes;no;cellular;31;may;192;3;-1;0;unknown;no
61;management;single;secondary;no;-77;yes;no;telephone;31;aug;532;2;-1;1;unknown;no
29;services;single;tertiary;no;1589;yes;yes;cellular;1;feb;142;2;-1;1;unknown;no
46;blue-collar;single;secondary;no;-600;no;no;cellular;12;oct;225;1;-1;2;unknown;no
33;services;married;secondary;no;-785;no;no;cellular;10;feb;323;2;-1;0;unknown;no
41;self-employed;single;secondary;no;5912;yes;no;cellular;17;jul;481;1;122;0;failure;no
33;housemaid;married;secondary;no;-114;no;no;telephone;26;nov;85;4;-1;2;unknown;no
46;unemployed;married;tertiary;no;512;yes;no;cellular;26;aug;505;2;-1;0;unknown;no
41;technician;married;tertiary;no;-578;yes;no;cellular;5;jun;301;1;-1;2;unknown;no
35;blue-collar;married;secondary;no;-592;no;yes;unknown;24;jul;317;1;-1;0;unknown;no
29;admin.;married;tertiary;no;-362;yes;no;cellular;1;may;60;7;-1;0;unknown;no
43;blue-collar;married;unknown;no;1186;no;no;cellular;16;jul;263;3;-1;0;unknown;no
27;blue-collar;married;tertiary;no;-246;yes;no;unknown;18;may;98;1;-1;2;unknown;yes
44;management;divorced;tertiary;no;-116;yes;no;telephone;13;jul;756;2;-1;0;unknown;yes
68;technician;married;tertiary;no;-379;yes;yes;unknown;28;jun;211;1;-1;2;unknown;no
54;technician;married;primary;no;2618;yes;no;cellular;20;may;647;4;370;1;other;no
48;blue-collar;divorced;primary;no;1714;yes;no;cellular;31;jun;311;3;-1;0;unknown;no
39;management;married;secondary;no;-224;yes;no;cellular;14;may;654;9;-1;1;unknown;yes
20;admin.;married;secondary;no;1274;yes;no;cellular;13;may;39;2;-1;1;unknown;no
26;management;divorced;secondary;no;-42;yes;yes;telephone;19;may;134;1;-1;0;unknown;no
53;admin.;married;tertiary;no;-118;no;no;cellular;8;may;622;1;-1;1;unknown;yes
32;technician;married;secondary;no;143;no;no;cellular;25;nov;860;3;-1;0;unknown;no
33;technician;married;primary;no;1186;no;no;cellular;10;jun;235;2;-1;0;unknown;no
38;blue-collar;married;secondary;no;-451;no;yes;cellular;4;jun;175;1;-1;0;unknown;no
29;services;single;tertiary;no;912;no;no;cellular;15;jun;79;1;-1;0;unknown;yes
27;management;married;secondary;no;12431;yes;no;cellular;22;jun;51;2;544;0;failure;no
39;technician;single;secondary;no;417;no;no;unknown;17;nov;46;3;625;0;other;no
31;management;single;secondary;no;237;no;no;cellular;2;aug;280;1;-1;2;unknown;yes
32;blue-collar;divorced;tertiary;no;108;no;no;cellular;1;may;267;4;-1;0;unknown;no
32;retired;married;secondary;no;869;no;yes;cellular;23;apr;97;6;235;0;failure;no
45;admin.;married;secondary;no;-681;no;no;cellular;31;aug;154;2;13;1;success;no
38;management;divorced;tertiary;no;5109;yes;yes;cellular;7;feb;215;1;-1;0;unknown;no
38;blue-collar;single;primary;no;2025;no;no;cellular;30;apr;36;1;511;1;failure;no
46;services;married;tertiary;no;-324;yes;yes;unknown;16;jul;323;2;712;0;success;yes
39;technician;married;tertiary;no;232;yes;no;cellular;5;feb;354;2;631;1;failure;no
37;admin.;single;secondary;no;-272;yes;no;cellular;9;may;419;2;-1;2;unknown;no
45;management;married;primary;no;579;yes;no;cellular;30;jun;392;1;-1;2;unknown;no
47;services;married;secondary;no;266;yes;no;cellular;10;jun;248;2;-1;1;unknown;no
38;blue-collar;single;primary;no;478;yes;no;unknown;26;nov;750;2;-1;0;unknown;no
41;management;married;tertiary;no;-508;yes;no;cellular;20;aug;182;3;-1;1;unknown;no
32;self-employed;married;secondary;no;-222;no;no;cellular;26;may;386;3;-1;1;unknown;no
31;entrepreneur;single;secondary;no;2550;yes;no;telephone;14;may;92;4;-1;1;unknown;no
48;technician;divorced;tertiary;no;-257;no;no;cellular;4;jul;94;2;-1;1;unknown;no
45;management;married;tertiary;no;-822;no;no;cellular;16;jul;365;3;252;0;failure;no
45;retired;single;tertiary;no;43;no;no;unknown;30;jul;119;2;293;1;success;no
43;blue-collar;married;unknown;no;11328;no;no;cellular;31;jun;362;4;-1;1;unknown;no
40;admin.;married;tertiary;no;1663;yes;no;cellular;13;aug;377;2;-1;1;unknown;no
47;admin.;divorced;secondary;no;-289;no;no;cellular;4;may;804;1;-1;1;unknown;no
50;technician;married;tertiary;no;143;no;no;cellular;7;may;86;2;-1;0;unknown;no
50;technician;married;secondary;no;1264;yes;no;cellular;12;apr;72;5;-1;0;unknown;no
39;technician;single;tertiary;no;-711;yes;no;unknown;31;jun;292;1;-1;0;unknown;no
55;blue-collar;married;primary;no;-434;yes;no;cellular;17;jul;610;5;108;0;failure;no
42;management;married;secondary;no;733;no;no;telephone;16;aug;281;2;-1;0;unknown;no
47;student;single;primary;no;4502;no;yes;cellular;26;may;1404;3;-1;0;unknown;yes
43;self-employed;married;tertiary;no;-193;no;no;cellular;6;may;356;2;-1;0;unknown;no
43;blue-collar;single;secondary;no;4355;no;yes;cellular;9;nov;338;2;-1;2;unknown;no
32;technician;married;primary;no;-384;no;no;cellular;24;may;214;1;-1;1;unknown;yes
47;blue-collar;married;tertiary;no;-863;yes;yes;cellular;13;may;398;9;-1;0;unknown;no
70;blue-collar;single;secondary;no;1407;yes;yes;cellular;19;aug;596;1;-1;0;unknown;no
36;technician;married;secondary;no;983;yes;no;cellular;26;nov;312;4;-1;1;unknown;no
41;management;single;secondary;no;1390;yes;yes;cellular;23;jul;556;1;-1;0;unknown;no
35;housemaid;divorced;tertiary;no;1302;yes;no;cellular;17;jun;309;5;201;0;other;no
35;management;single;secondary;no;428;yes;no;cellular;3;apr;79;3;240;2;success;yes
56;unemployed;married;secondary;no;-53;no;no;cellular;27;apr;63;1;-1;1;unknown;yes
33;blue-collar;married;primary;no;-21;yes;no;cellular;3;jul;456;1;-1;0;unknown;no
35;services;divorced;tertiary;no;-208;no;no;cellular;2;may;318;2;-1;1;unknown;no
23;entrepreneur;married;tertiary;no;-165;no;no;telephone;7;aug;581;1;-1;0;unknown;no
32;blue-collar;single;primary;no;-721;yes;no;unknown;9;feb;468;4;-1;0;unknown;no
22;management;single;secondary;no;-574;yes;no;cellular;25;jun;63;1;180;1;success;no
47;management;married;secondary;no;31;yes;no;cellular;18;jan;187;1;-1;0;unknown;no
69;blue-collar;married;tertiary;no;-783;no;yes;cellular;29;aug;123;3;-1;1;unknown;no
36;management;single;secondary;no;-753;no;yes;cellular;4;may;272;1;21;2;other;no
22;retired;married;secondary;no;-115;yes;no;telephone;31;jul;252;2;-1;0;unknown;no
49;management;married;tertiary;no;65;no;yes;cellular;15;apr;56;1;-1;0;unknown;no
32;services;married;secondary;no;-98;no;no;telephone;19;may;172;2;-1;1;unknown;no
54;technician;single;tertiary;no;-798;yes;no;unknown;1;aug;173;4;-1;1;unknown;no
37;management;married;tertiary;no;4279;no;no;unknown;23;jul;379;1;-1;1;unknown;no
33;management;married;tertiary;no;-639;yes;no;cellular;16;jul;262;4;-1;1;unknown;no
38;management;single;secondary;no;-416;yes;no;cellular;24;aug;152;1;-1;0;unknown;no
48;management;single;secondary;no;-589;no;no;unknown;29;jul;131;1;-1;0;unknown;no
38;admin.;divorced;primary;no;3120;yes;yes;unknown;7;feb;55;1;-1;0;unknown;no
35;blue-collar;married;primary;yes;771;no;no;cellular;30;may;455;1;-1;0;unknown;no
38;blue-collar;divorced;secondary;no;-217;no;yes;cellular;15;jun;464;1;502;0;failure;no
27;housemaid;single;secondary;no;-263;yes;no;cellular;10;may;619;1;-1;1;unknown;yes
44;unemployed;single;tertiary;no;412;no;no;cellular;22;jul;164;2;-1;1;unknown;no
21;management;married;secondary;no;-585;yes;no;cellular;1;may;750;3;-1;0;unknown;no
35;management;married;secondary;no;705;yes;yes;cellular;22;may;461;4;-1;0;unknown;no
48;management;married;secondary;no;-266;yes;no;unknown;29;aug;503;3;-1;0;unknown;no
43;self-employed;married;secondary;no;944;no;no;unknown;7;jul;203;5;-1;1;unknown;no
46;management;married;secondary;no;882;no;yes;cellular;18;may;191;1;-1;0;unknown;no
39;management;divorced;secondary;no;-294;yes;no;unknown;25;apr;421;2;-1;2;unknown;no
52;services;married;primary;no;-759;yes;no;cellular;18;jun;634;2;292;0;other;no
50;admin.;divorced;secondary;no;-43;no;no;cellular;29;jan;752;5;-1;0;unknown;no
45;management;married;secondary;no;-643;no;no;unknown;26;nov;681;2;-1;0;unknown;yes
50;management;single;secondary;no;286;yes;no;cellular;9;aug;372;1;-1;1;unknown;no
48;services;married;primary;no;-52;yes;no;telephone;13;jul;91;2;596;1;failure;no
35;unemployed;single;secondary;no;-291;yes;no;cellular;21;feb;487;2;-1;1;unknown;no
26;student;married;secondary;no;-600;yes;no;cellular;14;jul;130;1;-1;1;unknown;no
44;management;divorced;tertiary;no;2693;yes;yes;cellular;13;aug;926;5;-1;0;unknown;no
46;blue-collar;married;tertiary;no;-203;no;no;cellular;27;jul;665;2;-1;0;unknown;yes
51;management;married;tertiary;no;10637;no;no;cellular;4;may;280;7;-1;1;unknown;no
30;technician;divorced;secondary;no;236;yes;no;cellular;16;nov;303;1;-1;1;unknown;yes
30;technician;married;secondary;no;659;no;no;unknown;12;may;427;1;-1;0;unknown;no
45;technician;single;secondary;no;240;yes;no;cellular;23;may;296;3;-1;0;unknown;no
39;blue-collar;married;tertiary;no;643;no;no;cellular;31;jun;447;1;-1;0;unknown;no
20;services;married;secondary;no;2370;yes;no;unknown;29;nov;276;4;-1;0;unknown;no
44;technician;married;secondary;no;2408;yes;yes;cellular;11;feb;190;2;-1;1;unknown;no
21;self-employed;married;secondary;no;-713;yes;no;unknown;13;jun;131;2;-1;0;unknown;no
30;services;married;primary;no;1680;yes;no;cellular;4;jul;199;2;-1;0;unknown;no
54;management;married;secondary;no;903;no;no;cellular;28;aug;324;1;-1;0;unknown;no
59;retired;single;secondary;no;237;yes;no;cellular;10;may;121;2;641;2;other;no
27;blue-collar;divorced;primary;no;5179;yes;no;telephone;11;may;536;1;-1;0;unknown;yes
37;admin.;married;tertiary;no;5428;yes;no;unknown;12;apr;326;7;548;0;failure;no
40;technician;married;tertiary;no;1810;no;no;unknown;29;nov;231;1;-1;1;unknown;no
59;technician;married;tertiary;no;-263;no;no;cellular;31;may;117;2;272;1;other;yes
35;technician;single;secondary;no;-567;no;yes;cellular;10;jul;572;2;-1;0;unknown;no
35;entrepreneur;married;tertiary;no;1432;no;no;cellular;21;jan;728;3;589;0;failure;no
56;admin.;single;secondary;no;3371;no;no;cellular;8;jul;21;3;463;0;success;no
36;blue-collar;married;primary;no;-756;yes;no;cellular;15;jul;307;1;-1;1;unknown;no
48;technician;single;secondary;no;2350;no;no;cellular;23;may;644;2;-1;0;unknown;no
24;self-employed;single;tertiary;no;-50;yes;no;unknown;16;jul;431;2;-1;0;unknown;yes
38;unemployed;married;tertiary;no;-720;no;no;cellular;29;jul;64;1;-1;1;unknown;no
23;entrepreneur;married;secondary;no;854;no;yes;unknown;16;jun;220;3;265;1;other;yes
29;management;married;secondary;no;1823;yes;no;cellular;24;jul;104;4;-1;0;unknown;no
49;student;married;tertiary;no;-128;yes;yes;cellular;15;jul;120;1;-1;1;unknown;no
39;blue-collar;married;secondary;no;-519;yes;no;cellular;23;jul;286;2;-1;0;unknown;no
37;unemployed;single;primary;no;5176;no;no;cellular;26;jul;394;3;-1;1;unknown;no
32;management;married;secondary;no;-338;yes;no;unknown;31;may;171;2;-1;1;unknown;no
38;admin.;married;tertiary;no;2596;no;no;cellular;11;aug;265;4;342;1;failure;no
43;admin.;married;tertiary;no;-658;yes;no;cellular;18;jul;394;1;-1;0;unknown;no
50;technician;married;secondary;no;762;yes;yes;cellular;22;may;66;4;-1;0;unknown;no
18;self-employed;divorced;tertiary;no;716;yes;yes;unknown;28;feb;119;1;483;0;failure;no
31;services;married;tertiary;no;1727;no;yes;cellular;4;jul;138;1;-1;0;unknown;no
42;student;married;tertiary;no;3980;yes;no;cellular;2;jun;202;2;-1;1;unknown;no
39;management;married;tertiary;no;-414;no;yes;cellular;3;apr;224;1;-1;0;unknown;no
44;technician;divorced;tertiary;no;946;no;yes;unknown;5;may;292;1;104;0;other;no
43;technician;single;secondary;no;-620;no;no;cellular;9;may;171;2;-1;0;unknown;no
37;blue-collar;married;secondary;no;-624;yes;no;cellular;9;may;415;3;-1;0;unknown;no
34;services;single;secondary;no;-285;yes;no;cellular;4;apr;184;5;-1;0;unknown;no
37;blue-collar;single;tertiary;no;751;yes;no;unknown;30;aug;92;3;-1;0;unknown;no
52;blue-collar;single;primary;no;4966;yes;no;telephone;26;jul;154;1;-1;1;unknown;no
32;management;married;secondary;no;6137;no;yes;telephone;7;may;104;2;-1;0;unknown;no
39;technician;single;tertiary;no;-131;yes;yes;cellular;13;may;29;3;-1;1;unknown;no
42;admin.;married;secondary;no;589;no;yes;cellular;12;aug;860;2;-1;0;unknown;no
56;management;married;tertiary;no;1916;yes;no;cellular;27;jun;28;1;-1;0;unknown;no
37;self-employed;married;tertiary;no;1458;yes;no;cellular;2;jul;193;1;-1;0;unknown;no
50;admin.;married;tertiary;no;26;no;no;cellular;27;may;262;2;-1;0;unknown;no
53;student;married;tertiary;no;283;yes;no;unknown;3;nov;254;2;-1;2;unknown;no
39;technician;married;tertiary;no;82;yes;no;telephone;17;apr;25;3;-1;0;unknown;no
38;admin.;single;secondary;no;-10;no;yes;cellular;19;jul;284;1;104;0;failure;no
37;blue-collar;single;secondary;no;-121;yes;no;cellular;7;jun;570;1;-1;0;unknown;no
37;unemployed;married;secondary;no;73;no;yes;cellular;4;apr;65;2;-1;0;unknown;no
49;blue-collar;married;primary;no;-169;yes;no;cellular;14;jul;279;3;-1;0;unknown;no
42;admin.;single;tertiary;no;-548;yes;no;cellular;28;may;284;1;371;0;failure;no
42;technician;married;secondary;no;1698;yes;no;cellular;18;jul;235;1;-1;0;unknown;no
28;technician;married;secondary;no;938;no;no;cellular;28;may;943;1;670;0;failure;yes
30;self-employed;single;secondary;no;6262;yes;yes;unknown;11;may;229;3;-1;1;unknown;no
63;management;married;primary;no;687;yes;no;cellular;20;nov;159;2;195;1;failure;no
38;technician;married;secondary;no;-177;yes;no;unknown;28;apr;47;2;-1;0;unknown;no
32;self-employed;single;tertiary;no;-314;no;yes;unknown;13;jun;630;1;-1;0;unknown;no
55;self-employed;single;secondary;no;250;yes;no;cellular;31;apr;102;1;-1;0;unknown;no
43;technician;married;tertiary;no;1006;no;no;cellular;28;feb;313;2;-1;0;unknown;no
46;self-employed;single;tertiary;no;-41;yes;yes;telephone;19;jun;679;1;-1;0;unknown;no
39;management;divorced;secondary;no;-648;yes;no;cellular;16;apr;370;4;460;0;failure;no
37;housemaid;married;tertiary;no;-376;yes;no;cellular;6;apr;60;1;234;0;success;no
38;management;single;secondary;no;217;yes;no;cellular;6;may;431;3;-1;0;unknown;no
25;management;married;tertiary;no;1399;yes;no;telephone;28;feb;150;1;-1;1;unknown;no
39;entrepreneur;married;secondary;no;-652;yes;no;cellular;11;sep;406;1;-1;0;unknown;no
43;management;married;tertiary;no;530;no;no;cellular;29;may;855;2;-1;1;unknown;yes
59;technician;married;secondary;no;468;yes;no;unknown;12;jun;381;3;221;1;failure;no
41;management;married;tertiary;no;-202;yes;no;cellular;8;may;250;1;178;0;other;no
18;admin.;single;secondary;no;-290;yes;no;unknown;18;jul;134;1;-1;0;unknown;no
39;blue-collar;married;tertiary;no;-375;yes;no;cellular;10;jun;97;5;-1;0;unknown;no
69;blue-collar;divorced;secondary;no;362;yes;no;unknown;13;may;376;1;-1;1;unknown;no
49;student;married;secondary;no;2484;yes;no;cellular;15;jun;651;1;-1;2;unknown;yes
31;management;single;tertiary;no;2733;yes;yes;cellular;26;aug;348;5;-1;0;unknown;no
46;blue-collar;married;secondary;no;-544;yes;no;cellular;26;may;281;4;-1;0;unknown;no
32;technician;married;secondary;no;10;yes;no;cellular;20;jun;278;5;-1;1;unknown;no
26;admin.;single;tertiary;no;-778;yes;no;cellular;30;feb;242;1;-1;1;unknown;no
36;blue-collar;single;secondary;no;323;yes;no;cellular;8;may;600;1;-1;0;unknown;no
41;technician;married;primary;no;1094;yes;no;cellular;21;jul;452;3;-1;1;unknown;no
20;management;married;secondary;no;4376;yes;no;cellular;13;may;725;1;-1;1;unknown;no
28;student;married;primary;no;-716;yes;no;cellular;14;may;677;1;-1;0;unknown;yes
40;technician;married;primary;no;-531;yes;no;cellular;23;aug;1045;1;-1;0;unknown;yes
36;technician;married;secondary;no;367;no;no;unknown;11;may;514;1;-1;0;unknown;no
44;admin.;single;secondary;no;-683;yes;no;cellular;8;jun;461;1;-1;0;unknown;no
27;technician;married;tertiary;no;403;yes;no;unknown;15;may;253;1;-1;0;unknown;no
47;services;married;tertiary;no;1145;no;no;cellular;3;nov;288;2;-1;0;unknown;no
28;blue-collar;single;secondary;no;-595;yes;no;cellular;18;may;555;1;-1;0;unknown;no
57;technician;divorced;secondary;no;352;yes;no;cellular;23;apr;206;2;-1;0;unknown;no
22;management;married;secondary;no;-574;no;yes;cellular;5;jul;619;1;-1;1;unknown;no
29;technician;married;tertiary;no;3439;yes;no;unknown;13;may;251;1;-1;1;unknown;no
44;retired;married;tertiary;no;448;no;no;cellular;9;may;301;1;-1;0;unknown;no
57;management;single;secondary;no;-322;yes;no;telephone;4;aug;814;3;-1;1;unknown;no
43;blue-collar;married;tertiary;no;-582;yes;no;unknown;5;apr;469;3;-1;0;unknown;no
46;technician;married;tertiary;no;718;yes;no;cellular;15;aug;309;1;-1;0;unknown;no
40;management;married;primary;no;3364;no;yes;telephone;17;jul;964;1;-1;0;unknown;no
29;admin.;divorced;secondary;no;-393;yes;no;cellular;18;nov;171;4;-1;0;unknown;no
35;admin.;married;secondary;no;-193;no;no;unknown;3;may;139;1;-1;0;unknown;no
27;student;single;secondary;no;-383;no;no;cellular;1;jun;132;1;-1;1;unknown;no
27;blue-collar;married;tertiary;no;4295;no;no;cellular;4;may;339;3;-1;0;unknown;no
44;retired;married;secondary;no;-737;yes;no;cellular;25;nov;294;1;-1;2;unknown;no
28;self-employed;married;secondary;no;3066;yes;yes;unknown;20;apr;383;1;-1;1;unknown;no
43;blue-collar;married;tertiary;no;-148;no;no;cellular;16;may;51;4;-1;0;unknown;no
26;management;married;tertiary;no;121;no;no;cellular;1;may;56;2;-1;0;unknown;no
43;blue-collar;married;secondary;no;-120;no;yes;telephone;1;jun;139;1;-1;0;unknown;no
35;technician;married;secondary;no;494;no;no;cellular;13;jun;340;1;-1;1;unknown;no
55;technician;married;secondary;no;-371;no;no;telephone;27;jun;202;1;-1;0;unknown;no
43;blue-collar;married;secondary;no;2260;yes;no;cellular;4;aug;99;1;122;1;success;yes
53;management;married;secondary;no;2391;yes;no;unknown;19;may;122;1;-1;0;unknown;no
32;management;married;secondary;no;-490;no;no;cellular;18;jun;481;2;-1;1;unknown;no
41;technician;married;secondary;no;1238;no;yes;unknown;30;may;726;1;-1;1;unknown;no
30;housemaid;single;primary;no;-132;no;no;telephone;10;aug;217;2;-1;0;unknown;no
36;management;divorced;primary;yes;255;yes;no;cellular;9;jul;102;3;209;0;failure;no
37;technician;single;secondary;no;4140;yes;no;unknown;19;jul;353;1;-1;1;unknown;no
32;blue-collar;married;tertiary;no;-341;no;no;telephone;13;nov;889;2;-1;0;unknown;yes
27;management;divorced;secondary;no;1870;yes;no;unknown;6;jul;312;2;-1;0;unknown;yes
25;admin.;divorced;tertiary;no;832;no;yes;telephone;21;aug;332;2;-1;0;unknown;no
18;retired;married;primary;no;3;no;no;unknown;30;apr;257;6;712;0;failure;no
29;housemaid;married;tertiary;no;684;yes;no;cellular;29;aug;405;1;-1;0;unknown;yes
47;unemployed;single;tertiary;no;506;yes;no;unknown;4;nov;332;1;-1;0;unknown;no
23;management;divorced;secondary;no;-556;yes;no;unknown;25;apr;398;2;-1;0;unknown;no
26;blue-collar;single;secondary;no;-302;no;no;cellular;22;jun;314;1;-1;0;unknown;no
59;technician;single;secondary;no;-514;yes;no;cellular;20;may;111;5;-1;1;unknown;no
33;technician;single;secondary;no;-68;no;yes;cellular;15;may;163;1;-1;1;unknown;no
43;services;divorced;tertiary;no;3309;no;no;unknown;25;jul;69;1;270;0;failure;no
47;services;married;secondary;no;1061;yes;no;unknown;18;may;443;1;-1;1;unknown;no
47;blue-collar;married;secondary;no;-638;yes;no;unknown;3;may;528;1;-1;2;unknown;no
24;retired;single;tertiary;no;-66;yes;no;cellular;5;may;354;1;-1;2;unknown;no
38;admin.;married;tertiary;no;485;yes;no;cellular;23;may;209;1;-1;2;unknown;no
23;blue-collar;married;tertiary;no;1408;yes;no;cellular;13;jul;288;1;-1;0;unknown;no
66;technician;married;tertiary;no;-328;yes;no;unknown;18;may;348;1;-1;0;unknown;no
23;services;married;primary;no;-582;no;yes;unknown;25;may;343;2;-1;0;unknown;no
29;blue-collar;married;secondary;no;137;no;no;unknown;9;jun;475;8;-1;0;unknown;no
29;admin.;married;tertiary;no;1037;no;no;cellular;28;apr;170;1;-1;1;unknown;no
24;technician;married;secondary;no;487;no;no;unknown;8;jun;313;2;-1;2;unknown;no
54;admin.;married;secondary;no;-447;no;no;cellular;14;feb;136;2;-1;2;unknown;no
65;blue-collar;married;unknown;no;5440;no;no;telephone;9;may;444;3;-1;0;unknown;no
35;blue-collar;divorced;secondary;no;93;yes;no;unknown;22;nov;148;3;-1;1;unknown;no
26;admin.;married;secondary;no;431;no;yes;cellular;4;jul;965;1;-1;2;unknown;yes
18;blue-collar;divorced;secondary;no;-334;no;no;unknown;11;aug;293;1;-1;4;unknown;no
37;unemployed;married;unknown;no;2416;no;no;cellular;9;jun;207;1;77;0;other;yes
37;entrepreneur;married;primary;no;1043;yes;no;unknown;23;nov;176;1;-1;2;unknown;no
33;management;single;secondary;no;602;no;no;unknown;3;may;290;1;-1;1;unknown;no
42;services;single;tertiary;no;-553;yes;no;unknown;20;jul;822;2;487;1;failure;yes
44;management;married;secondary;no;2375;yes;no;cellular;21;nov;115;5;-1;0;unknown;no
43;services;single;tertiary;no;1438;yes;no;unknown;23;aug;450;2;-1;0;unknown;no
37;self-employed;single;secondary;no;2126;yes;no;cellular;16;jul;141;1;-1;0;unknown;no
28;retired;married;secondary;no;238;yes;no;unknown;21;may;99;2;186;1;failure;no
47;self-employed;married;tertiary;no;118;yes;no;telephone;4;may;385;2;-1;0;unknown;no
40;technician;married;primary;no;14;yes;no;cellular;18;jul;213;4;647;0;other;no
49;services;married;secondary;no;9811;no;no;cellular;22;aug;274;1;-1;0;unknown;no
48;student;single;secondary;no;-263;no;no;unknown;8;may;362;1;-1;1;unknown;no
25;blue-collar;married;primary;no;-565;no;no;unknown;6;nov;822;2;-1;1;unknown;no
25;self-employed;single;secondary;no;-145;yes;yes;cellular;10;jun;439;1;-1;0;unknown;no
32;services;single;secondary;no;-257;no;yes;telephone;16;may;212;1;-1;1;unknown;no
29;blue-collar;divorced;tertiary;no;2966;yes;yes;telephone;2;may;476;1;-1;0;unknown;yes
48;technician;married;secondary;no;-617;yes;yes;unknown;29;apr;86;1;535;0;failure;no
44;blue-collar;married;secondary;no;-274;yes;no;cellular;21;apr;242;1;-1;2;unknown;no
52;blue-collar;married;secondary;no;427;yes;no;cellular;24;sep;187;3;-1;1;unknown;no
44;technician;single;secondary;no;2998;no;no;cellular;27;jun;1082;3;-1;1;unknown;yes
42;blue-collar;married;secondary;no;1338;yes;no;unknown;19;feb;138;1;-1;0;unknown;no
53;management;single;primary;no;4636;no;yes;cellular;24;may;436;1;-1;1;unknown;no
45;housemaid;married;secondary;no;650;yes;no;cellular;19;may;178;3;-1;0;unknown;no
41;technician;married;tertiary;no;-5;yes;no;cellular;24;may;131;2;-1;1;unknown;no
56;management;single;secondary;no;1680;yes;no;unknown;2;aug;154;1;-1;0;unknown;no
41;services;single;secondary;no;-621;yes;no;cellular;26;may;310;2;-1;1;unknown;no
37;student;married;tertiary;no;-702;no;no;unknown;14;aug;265;1;-1;0;unknown;no
31;retired;single;secondary;no;2011;yes;no;cellular;15;may;211;3;-1;1;unknown;no
47;technician;married;tertiary;no;454;yes;no;cellular;10;aug;543;1;-1;1;unknown;no
53;technician;single;secondary;no;1976;no;no;cellular;13;apr;229;2;579;1;other;no
39;management;married;tertiary;no;-432;yes;no;cellular;15;jun;513;2;-1;2;unknown;no
54;technician;married;primary;no;3063;yes;no;cellular;12;jul;279;1;-1;1;unknown;no
19;management;married;secondary;no;1244;yes;no;cellular;30;may;112;2;-1;1;unknown;no
39;admin.;married;primary;no;163;yes;yes;cellular;16;may;301;3;183;0;other;no
40;blue-collar;single;secondary;no;449;no;no;telephone;25;aug;299;1;-1;2;unknown;no
32;retired;married;secondary;no;651;no;no;cellular;30;may;1231;4;-1;0;unknown;yes
