ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),City,State,Road_Condition,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Junction,Railway,Roundabout,Station,Stop,Traffic_Signal,Sunrise_Sunset
A-11052,2,2016-10-31 07:40:00,2016-10-31 08:17:33.982047,26.876834,-78.946424,0.27,Miami,FL,Interstate,59.8,67.0,1.5,8.4,0.0,Light Rain,False,False,False,False,False,False,False,False,False,Day
A-11053,2,2020-11-17 22:10:00,2020-11-17 23:10:03.472298,40.118343,-81.912985,0.56,Cleveland,OH,Urban Road,73.0,55.0,15.0,6.4,0.0,Fair,False,False,False,False,False,False,False,False,False,Night
A-11054,2,2016-05-07 17:09:00,2016-05-07 18:43:33.573272,41.239976,-77.10511,0.07,Allentown,PA,Urban Road,86.7,42.0,4.5,9.2,0.0,Light Rain,False,False,False,True,False,False,False,False,False,Day
A-11055,3,2020-11-06 11:11:00,2020-11-06 12:20:02.832602,35.836699,-119.020666,0.07,San Jose,CA,Interstate,33.1,35.0,7.4,5.9,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-11056,2,2016-01-05 07:31:00,2016-01-05 07:48:42.756221,37.118532,-120.247966,0.21,San Jose,CA,Urban Road,60.9,100.0,8.9,14.2,0.02,Rain,False,False,False,False,False,False,False,True,False,Day
A-11057,3,2019-05-13 22:41:00,2019-05-13 23:37:33.055976,37.453136,-120.476907,0.36,Los Angeles,CA,Urban Road,56.6,36.0,10.2,8.6,0.0,Fair,False,False,False,False,False,False,False,False,False,Night
A-11058,3,2018-06-04 19:30:00,2018-06-04 20:01:41.107136,44.358016,-119.57103,0.52,Spokane,WA,Interstate,82.9,40.0,9.6,3.4,0.0,Fair,False,False,False,False,False,False,False,False,True,Night
A-11059,4,2019-02-24 19:21:00,2019-02-24 20:13:43.217433,36.334885,-120.433628,0.89,San Diego,CA,Rural Road,64.1,41.0,10.6,22.6,0.0,Mostly Cloudy,False,False,False,True,False,False,False,False,False,Night
A-11060,2,2020-01-29 15:29:00,2020-01-29 15:44:14.686944,32.727519,-83.820918,0.08,Atlanta,GA,Urban Road,39.8,66.0,7.1,14.6,0.0,Fog,False,False,False,False,False,False,False,False,False,Day
A-11061,2,2022-06-23 13:25:00,2022-06-23 14:33:01.312088,39.384777,-76.430005,0.03,Allentown,PA,Interstate,58.4,100.0,6.8,5.4,0.0,Snow,False,False,False,False,False,False,False,False,False,Day
A-11062,2,2022-11-16 17:43:00,2022-11-16 19:40:46.598515,38.404059,-78.028703,0.12,Richmond,VA,Urban Road,69.7,56.0,6.6,6.3,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-11063,2,2020-01-12 06:34:00,2020-01-12 06:48:00.390618,43.92168,-73.656595,0.23,Buffalo,NY,Interstate,84.9,77.0,9.0,10.9,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-11064,3,2020-02-25 05:16:00,2020-02-25 06:11:58.553655,40.62865,-77.198488,0.45,Philadelphia,PA,Rural Road,64.1,46.0,10.2,10.6,0.0,Fair,False,False,False,False,False,False,False,False,False,Night
A-11065,2,2016-08-09 14:50:00,2016-08-09 17:09:01.313722,48.308422,-123.047035,0.51,Seattle,WA,Highway,48.4,52.0,7.6,5.0,0.0,Cloudy,True,False,False,True,False,False,True,False,True,Day
A-11066,2,2023-01-07 08:15:00,2023-01-07 08:45:36.781563,34.086625,-113.746717,0.26,Tucson,AZ,Interstate,50.6,81.0,4.0,7.0,0.07,Heavy Rain,False,False,False,False,False,False,False,False,False,Day
A-11067,3,2022-05-17 09:12:00,2022-05-17 09:24:21.044633,36.362598,-80.179172,0.07,Arlington,VA,Urban Road,34.1,37.0,8.3,8.1,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-11068,2,2022-09-02 18:42:00,2022-09-02 19:39:36.238380,38.729156,-80.961139,0.96,Virginia Beach,VA,Urban Road,80.0,74.0,10.2,8.5,0.0,Fair,False,False,True,False,False,False,False,False,True,Day
A-11069,3,2022-05-20 09:59:00,2022-05-20 10:43:04.161642,33.980991,-112.457417,0.09,Phoenix,AZ,Highway,61.5,85.0,8.4,1.9,0.0,Cloudy,True,False,False,True,False,False,False,False,False,Day
A-11070,3,2023-02-05 14:38:00,2023-02-05 14:47:46.621071,36.270402,-113.698805,0.12,Phoenix,AZ,Interstate,86.8,92.0,7.0,2.9,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-11071,3,2023-01-16 22:16:00,2023-01-16 22:50:14.426140,36.275635,-120.940507,0.01,San Jose,CA,Highway,39.7,83.0,7.4,5.5,0.0,Light Rain,False,False,False,False,False,False,False,False,False,Night
A-11072,3,2019-02-10 16:29:00,2019-02-10 17:17:40.703758,37.342797,-120.349908,0.65,Sacramento,CA,Urban Road,59.3,45.0,11.4,6.0,0.11,Rain,False,False,False,False,False,False,False,False,False,Day
A-11073,2,2018-01-18 06:44:00,2018-01-18 07:26:11.132020,35.074007,-121.131999,0.06,San Diego,CA,Urban Road,89.1,65.0,9.6,7.3,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Day
A-11074,3,2021-04-24 20:10:00,2021-04-24 20:47:39.001698,35.987309,-79.252015,0.16,Raleigh,NC,Urban Road,79.2,74.0,12.1,10.7,0.0,Fair,False,False,True,False,False,False,False,False,False,Night
A-11075,3,2017-06-25 13:31:00,2017-06-25 14:03:34.744544,43.631957,-73.619619,0.23,Buffalo,NY,Highway,60.5,46.0,10.2,8.9,0.0,Light Rain,False,False,False,False,False,False,False,False,False,Day
A-11076,2,2019-10-28 08:26:00,2019-10-28 09:17:55.176729,36.504618,-112.262425,0.01,Tucson,AZ,Highway,64.6,77.0,7.3,8.6,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,True,Day
A-11077,2,2017-04-03 16:07:00,2017-04-03 17:24:27.772628,47.076513,-120.56754,0.66,Spokane,WA,Highway,59.4,40.0,5.9,9.1,0.0,Light Rain,False,False,False,False,False,False,False,False,False,Day
A-11078,3,2021-06-23 15:38:00,2021-06-23 16:31:29.841035,38.484831,-117.997179,0.01,Sacramento,CA,Urban Road,62.9,97.0,6.0,5.9,0.0,Rain,False,False,False,False,False,False,False,False,False,Day
A-11079,2,2022-07-16 15:00:00,2022-07-16 15:38:29.642163,30.768092,-100.386368,0.22,Dallas,TX,Interstate,78.9,70.0,6.6,12.2,0.0,Light Rain,False,False,False,False,False,False,False,False,False,Day
A-11080,2,2019-07-21 08:31:00,2019-07-21 09:35:55.206948,41.843326,-74.646992,0.25,New York,NY,Highway,79.1,60.0,8.2,0.0,0.0,Fair,False,False,True,True,False,False,False,False,False,Day
A-11081,3,2022-06-28 15:10:00,2022-06-28 16:34:43.289675,40.357492,-84.7239,0.15,Cleveland,OH,Rural Road,50.7,69.0,7.4,7.0,0.0,Snow,False,False,False,False,False,False,False,False,False,Day
A-11082,3,2017-12-11 18:36:00,2017-12-11 20:09:09.099635,34.672764,-82.127329,0.15,Savannah,GA,Highway,94.1,84.0,9.2,15.7,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-11083,2,2017-03-16 11:20:00,2017-03-16 11:31:30.697443,48.417313,-120.806547,0.05,Tacoma,WA,Highway,57.0,35.0,9.4,12.1,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Day
A-11084,3,2022-02-19 16:46:00,2022-02-19 17:48:06.656304,29.438878,-100.491426,0.14,Houston,TX,Rural Road,62.0,63.0,6.8,8.5,0.07,Rain,False,False,False,False,False,False,False,True,False,Day
A-11085,4,2022-10-04 15:33:00,2022-10-04 16:23:06.530971,30.202968,-99.501852,0.13,San Antonio,TX,Rural Road,64.4,62.0,15.0,3.4,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Day
A-11086,3,2020-05-20 20:34:00,2020-05-20 21:32:13.834624,40.567833,-88.154187,0.02,Chicago,IL,Highway,55.8,28.0,5.5,13.4,0.05,Thunderstorm,False,False,False,False,False,False,False,False,False,Night
A-11087,2,2018-06-21 09:22:00,2018-06-21 10:17:59.244909,33.281133,-111.807184,0.21,Tucson,AZ,Highway,44.8,55.0,7.5,5.8,0.0,Fog,False,False,False,False,False,False,False,False,False,Day
A-11088,3,2016-11-26 13:57:00,2016-11-26 15:15:46.690176,29.372442,-99.755177,0.07,Austin,TX,Urban Road,45.7,34.0,7.1,0.0,0.14,Heavy Rain,False,False,False,False,False,False,False,False,False,Day
A-11089,3,2018-12-05 18:34:00,2018-12-05 19:13:17.468074,25.969698,-79.824494,0.12,Orlando,FL,Highway,79.8,59.0,6.7,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Day
A-11090,2,2021-05-14 08:04:00,2021-05-14 09:21:58.001816,27.439106,-81.741189,0.23,Jacksonville,FL,Urban Road,72.6,89.0,11.4,2.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,Day
A-11091,3,2016-08-30 19:34:00,2016-08-30 19:55:21.157770,48.409722,-121.033076,0.35,Tacoma,WA,Interstate,65.8,37.0,12.9,22.8,0.0,Fair,False,False,False,False,False,False,False,True,False,Night
A-11092,3,2022-12-28 17:58:00,2022-12-28 19:01:14.803608,33.226122,-85.182283,0.23,Augusta,GA,Rural Road,60.5,71.0,9.2,12.5,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-11093,2,2022-09-06 17:52:00,2022-09-06 18:12:30.515803,31.861069,-101.385422,0.02,San Antonio,TX,Interstate,39.3,67.0,6.2,8.5,0.0,Cloudy,False,False,False,True,False,False,False,False,False,Day
A-11094,2,2018-09-29 16:52:00,2018-09-29 19:08:19.583815,33.9996,-110.984151,0.12,Mesa,AZ,Interstate,60.5,42.0,10.7,4.7,0.0,Fair,False,False,False,False,False,False,False,False,True,Day
A-11095,4,2018-02-05 17:43:00,2018-02-05 18:17:24.561165,37.124678,-117.180476,0.12,San Diego,CA,Rural Road,50.6,78.0,10.7,0.0,0.0,Mostly Cloudy,False,False,False,True,False,False,False,False,False,Day
A-11096,2,2019-01-07 12:58:00,2019-01-07 14:22:30.897412,42.983719,-74.543507,0.24,New York,NY,Urban Road,38.1,94.0,9.1,8.1,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Day
A-11097,4,2016-03-28 08:26:00,2016-03-28 09:41:45.272402,31.572316,-100.878835,0.09,San Antonio,TX,Rural Road,89.0,67.0,9.5,7.7,0.0,Fair,False,False,False,True,False,False,True,False,False,Day
A-11098,2,2022-12-10 13:41:00,2022-12-10 14:15:40.208158,29.365518,-100.013843,0.02,Dallas,TX,Urban Road,87.3,19.0,14.3,4.7,0.0,Fog,False,False,True,False,False,False,False,False,False,Day
A-11099,3,2017-11-15 23:00:00,2017-11-15 23:12:58.580371,36.964387,-78.52527,0.09,Richmond,VA,Urban Road,59.1,56.0,13.1,11.5,0.0,Fair,False,False,False,False,False,False,False,False,False,Night
A-11100,3,2020-06-20 17:22:00,2020-06-20 19:27:28.583015,36.504941,-120.387697,0.29,Los Angeles,CA,Urban Road,84.2,75.0,9.7,5.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,Day
A-11101,2,2022-11-19 21:16:00,2022-11-19 22:41:36.921758,37.688824,-118.682117,0.52,San Jose,CA,Highway,33.5,84.0,9.6,0.0,0.0,Rain,False,False,False,False,False,False,False,False,True,Night
A-11102,4,2017-06-01 16:20:00,2017-06-01 17:12:11.000406,34.138024,-111.939504,1.03,Mesa,AZ,Rural Road,51.4,51.0,6.7,13.6,0.03,Thunderstorm,False,False,False,False,False,False,False,False,False,Day
A-11103,2,2017-03-13 15:05:00,2017-03-13 16:55:17.478631,28.804786,-81.127836,0.22,Miami,FL,Interstate,50.3,44.0,6.7,17.5,0.0,Cloudy,False,False,False,False,False,False,False,True,False,Day
A-11104,3,2023-01-30 15:31:00,2023-01-30 16:13:31.544352,42.5177,-74.902134,0.02,New York,NY,Interstate,59.5,42.0,13.3,11.9,0.0,Thunderstorm,False,False,False,False,False,False,False,False,False,Day
A-11105,3,2022-08-26 10:12:00,2022-08-26 11:01:32.266768,33.408143,-81.932549,0.51,Atlanta,GA,Rural Road,52.7,21.0,7.7,9.1,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-11106,2,2022-10-06 23:42:00,2022-10-07 00:28:30.701692,41.806204,-90.563704,0.32,Chicago,IL,Interstate,53.9,58.0,9.5,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,Night
A-11107,2,2016-05-16 10:35:00,2016-05-16 11:32:02.032084,34.460264,-113.625975,0.11,Phoenix,AZ,Interstate,63.7,33.0,15.0,11.1,0.2,Rain,False,False,False,False,False,False,False,False,False,Day
A-11108,2,2016-08-02 02:37:00,2016-08-02 03:27:29.964768,26.292962,-81.906661,0.16,Jacksonville,FL,Interstate,67.6,87.0,10.8,6.6,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Night
A-11109,2,2016-07-25 11:35:00,2016-07-25 12:41:22.774470,40.705832,-78.498715,0.01,Allentown,PA,Highway,55.0,73.0,2.0,12.9,0.0,Mostly Cloudy,False,False,False,False,True,False,False,True,False,Day
A-11110,3,2019-07-20 16:59:00,2019-07-20 17:57:24.801216,37.178028,-117.745059,0.26,San Jose,CA,Highway,45.2,77.0,9.9,1.5,0.0,Mostly Cloudy,False,False,False,False,False,False,True,False,False,Day
A-11111,2,2016-11-04 20:08:00,2016-11-04 21:23:14.935763,35.523545,-80.219362,0.04,Raleigh,NC,Urban Road,37.6,92.0,7.5,13.5,0.0,Fair,False,False,False,False,False,False,False,False,False,Night
A-11112,2,2018-07-12 23:21:00,2018-07-13 00:01:57.760770,28.085176,-82.628312,0.34,Jacksonville,FL,Urban Road,68.9,47.0,10.3,8.8,0.02,Rain,False,False,False,False,False,False,False,False,False,Night
A-11113,3,2018-12-26 21:14:00,2018-12-26 22:48:02.395536,48.313341,-122.776999,1.1,Spokane,WA,Interstate,55.3,73.0,7.6,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Night
A-11114,3,2020-03-28 17:33:00,2020-03-28 18:18:53.104342,35.738468,-80.166578,0.02,Richmond,VA,Interstate,58.0,63.0,8.7,13.3,0.06,Heavy Rain,False,False,False,False,False,False,False,False,False,Day
A-11115,4,2021-11-07 17:19:00,2021-11-07 18:24:41.720985,43.614009,-73.446163,0.09,Albany,NY,Rural Road,69.0,69.0,12.6,8.8,0.0,Fair,False,False,False,False,False,False,False,False,True,Day
A-11116,2,2017-08-09 12:27:00,2017-08-09 13:11:28.738967,42.292972,-75.298403,0.3,Buffalo,NY,Interstate,43.9,80.0,9.0,11.8,0.0,Mostly Cloudy,True,False,True,True,False,False,False,False,False,Day
A-11117,2,2018-06-16 15:28:00,2018-06-16 15:47:14.062475,39.768629,-77.144471,0.45,Philadelphia,PA,Highway,56.9,47.0,11.3,10.9,0.14,Rain,False,False,False,True,False,True,False,False,True,Day
A-11118,2,2019-11-20 18:07:00,2019-11-20 18:20:04.660985,30.63203,-80.366738,0.81,Orlando,FL,Interstate,61.8,74.0,10.1,9.4,0.0,Cloudy,False,False,False,False,False,False,False,False,True,Day
A-11119,3,2018-03-10 16:06:00,2018-03-10 16:30:12.446762,29.787863,-101.095503,0.23,Dallas,TX,Highway,65.0,91.0,11.8,2.6,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Day
A-11120,3,2022-06-23 15:52:00,2022-06-23 16:32:57.861331,35.666366,-111.19479,0.3,Phoenix,AZ,Interstate,61.4,41.0,10.3,11.4,0.0,Cloudy,False,False,True,False,False,False,True,True,False,Day
A-11121,2,2018-10-22 14:13:00,2018-10-22 14:28:21.768306,36.951607,-119.674786,0.4,San Jose,CA,Highway,87.0,39.0,6.9,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Day
A-11122,2,2016-06-07 23:10:00,2016-06-08 00:26:57.129287,33.185387,-112.832964,0.09,Mesa,AZ,Interstate,48.8,72.0,6.9,6.9,0.0,Fair,False,False,False,False,False,True,False,False,True,Night
A-11123,2,2017-05-23 18:16:00,2017-05-23 19:09:49.458814,32.454863,-84.151945,0.43,Savannah,GA,Highway,73.3,10.0,8.0,7.2,0.0,Fog,False,False,True,False,False,False,False,False,False,Day
A-11124,3,2022-09-06 23:09:00,2022-09-06 23:39:55.226457,42.134717,-77.334554,0.03,Allentown,PA,Highway,65.3,43.0,9.2,9.2,0.0,Fair,False,False,False,False,False,False,False,False,False,Night
A-11125,2,2021-07-25 22:21:00,2021-07-25 23:13:01.299227,38.73085,-116.570958,0.75,San Jose,CA,Urban Road,49.1,57.0,12.3,11.6,0.0,Fair,False,False,False,False,False,False,False,False,False,Night
A-11126,2,2019-01-02 21:34:00,2019-01-02 23:13:41.539741,29.426744,-100.433649,0.25,Dallas,TX,Highway,32.7,55.0,6.7,17.2,0.0,Fog,False,False,False,False,False,False,False,False,False,Night
A-11127,3,2022-06-19 19:51:00,2022-06-19 20:39:32.315460,31.0376,-99.972653,0.42,Austin,TX,Urban Road,56.6,100.0,8.8,1.4,0.09,Thunderstorm,False,False,False,False,False,False,False,False,False,Night
A-11128,2,2020-12-13 15:16:00,2020-12-13 15:35:20.557347,40.161718,-82.724227,0.71,Cleveland,OH,Highway,60.6,68.0,10.8,12.5,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-11129,2,2020-02-26 16:51:00,2020-02-26 17:28:34.266381,35.285728,-113.117481,0.42,Phoenix,AZ,Urban Road,59.7,59.0,12.8,6.7,0.0,Mostly Cloudy,False,True,False,False,False,False,False,False,False,Day
A-11130,2,2017-01-21 09:11:00,2017-01-21 10:36:45.649635,34.786092,-112.46081,0.29,Tucson,AZ,Urban Road,46.6,77.0,8.2,5.6,0.16,Rain,False,False,False,False,False,False,False,False,False,Day
A-11131,2,2016-01-02 18:20:00,2016-01-02 18:53:28.063598,43.89357,-73.82285,0.23,New York,NY,Urban Road,48.6,16.0,10.9,6.7,0.0,Cloudy,False,False,False,False,False,False,False,False,True,Day
A-11132,2,2020-10-21 14:16:00,2020-10-21 15:06:15.572307,42.866355,-78.765112,0.31,Allentown,PA,Highway,42.8,80.0,8.6,12.7,0.06,Rain,False,False,False,False,False,False,False,False,False,Day
A-11133,3,2019-06-02 16:43:00,2019-06-02 17:15:38.848208,37.570359,-118.50938,0.02,San Diego,CA,Highway,60.5,38.0,14.0,10.9,0.0,Fair,False,True,False,False,False,False,False,False,False,Day
A-11134,2,2022-06-25 19:04:00,2022-06-25 19:30:02.179055,43.525095,-75.483467,0.24,Albany,NY,Interstate,56.3,39.0,10.5,8.9,0.0,Light Rain,False,False,False,False,False,False,False,False,False,Night
A-11135,3,2017-02-24 15:19:00,2017-02-24 15:44:57.005126,30.416017,-100.77586,0.35,Houston,TX,Interstate,65.9,30.0,9.8,9.1,0.0,Fog,False,False,True,True,False,False,False,False,False,Day
A-11136,2,2016-06-24 11:20:00,2016-06-24 12:21:47.795250,37.421093,-78.109879,1.27,Durham,NC,Highway,74.3,76.0,7.6,10.2,0.0,Fair,False,False,False,False,False,False,False,False,True,Day
A-11137,3,2020-04-30 10:25:00,2020-04-30 11:12:37.597645,33.140888,-110.608212,0.39,Phoenix,AZ,Rural Road,68.0,94.0,7.5,5.8,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Day
A-11138,3,2021-03-24 14:41:00,2021-03-24 15:19:38.910769,36.351197,-80.095151,0.3,Charlotte,NC,Highway,76.6,71.0,9.4,10.8,0.0,Cloudy,False,False,False,False,False,False,True,False,False,Day
A-11139,2,2022-08-23 15:04:00,2022-08-23 17:16:43.277369,42.096919,-75.396974,0.03,Rochester,NY,Interstate,33.3,76.0,11.2,6.2,0.0,Cloudy,False,False,True,False,False,False,False,False,True,Day
A-11140,3,2016-06-02 19:02:00,2016-06-02 19:28:08.943395,47.836189,-122.393961,0.23,Seattle,WA,Interstate,71.7,80.0,9.6,5.7,0.11,Heavy Rain,False,False,False,False,False,False,False,False,True,Night
A-11141,2,2018-12-16 15:51:00,2018-12-16 18:07:44.481420,34.291409,-110.619307,0.12,Mesa,AZ,Urban Road,69.4,90.0,10.7,5.3,0.06,Rain,False,False,False,False,False,False,False,False,False,Day
A-11142,2,2016-04-10 13:27:00,2016-04-10 17:32:03.630532,35.399054,-111.75388,0.27,Mesa,AZ,Interstate,65.5,10.0,11.4,6.8,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Day
A-11143,2,2016-12-17 07:13:00,2016-12-17 08:28:26.921643,29.497046,-98.364846,0.35,Houston,TX,Urban Road,25.8,100.0,7.7,18.8,0.0,Snow,False,False,False,False,False,False,False,False,False,Day
A-11144,3,2019-08-25 17:55:00,2019-08-25 19:57:49.572745,30.8845,-99.824655,0.25,San Antonio,TX,Interstate,78.5,81.0,9.3,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Day
A-11145,4,2017-02-12 13:36:00,2017-02-12 13:48:41.854579,31.177396,-98.606886,0.31,Dallas,TX,Rural Road,48.2,65.0,10.8,8.5,0.02,Rain,True,False,False,False,False,False,False,False,False,Day
A-11146,3,2018-02-03 22:50:00,2018-02-03 23:31:21.110598,38.612688,-89.819584,0.21,Springfield,IL,Rural Road,55.8,52.0,9.3,7.2,0.0,Fair,True,False,False,False,False,False,False,False,False,Night
A-11147,3,2020-12-16 20:30:00,2020-12-16 20:58:44.880677,48.172437,-121.261131,0.81,Spokane,WA,Urban Road,85.3,54.0,9.9,14.2,0.0,Fair,False,False,False,False,False,False,False,True,False,Night
A-11148,3,2019-04-30 08:11:00,2019-04-30 09:06:38.211548,35.965296,-81.352055,0.12,Charlotte,NC,Rural Road,49.5,49.0,3.9,7.4,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Day
A-11149,2,2016-11-25 17:49:00,2016-11-25 18:24:40.818223,28.418194,-83.407265,0.26,Jacksonville,FL,Urban Road,80.3,90.0,7.2,4.1,0.0,Snow,False,False,False,False,False,False,False,False,False,Day
A-11150,2,2022-05-12 19:44:00,2022-05-12 20:12:56.255697,32.220235,-111.86452,0.04,Mesa,AZ,Highway,68.8,66.0,11.6,7.0,0.0,Snow,False,False,False,True,False,False,False,False,False,Night
A-11151,3,2018-11-05 06:07:00,2018-11-05 06:49:41.744908,36.778323,-117.682428,0.28,San Diego,CA,Highway,46.7,65.0,10.2,10.6,0.14,Thunderstorm,False,False,False,False,False,False,False,False,True,Day
A-11152,2,2021-09-10 12:47:00,2021-09-10 13:26:38.167376,35.714378,-76.953527,0.39,Raleigh,NC,Interstate,68.4,46.0,8.6,5.8,0.0,Fair,False,False,False,True,False,False,False,False,False,Day
A-11153,2,2022-01-31 09:00:00,2022-01-31 09:49:49.364315,40.125143,-79.47561,0.01,Richmond,VA,Urban Road,46.5,71.0,9.3,4.1,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-11154,2,2021-01-04 08:41:00,2021-01-04 09:39:53.290766,46.31045,-121.118428,0.02,Spokane,WA,Interstate,46.3,39.0,12.1,11.1,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,Day
A-11155,2,2020-02-03 20:43:00,2020-02-03 21:13:30.239293,30.899525,-98.737275,0.63,Austin,TX,Highway,55.8,55.0,9.2,9.3,0.0,Snow,False,False,False,False,False,False,False,False,False,Night
A-11156,3,2018-06-19 20:56:00,2018-06-19 21:19:49.426664,41.341771,-80.682183,0.49,Cincinnati,OH,Highway,59.9,72.0,15.0,14.4,0.06,Rain,False,False,False,False,False,False,False,True,False,Night
A-11157,2,2021-06-09 05:33:00,2021-06-09 07:30:03.297533,28.844746,-81.552856,0.06,Jacksonville,FL,Interstate,20.8,56.0,7.4,10.3,0.0,Cloudy,False,True,False,False,False,False,False,False,False,Night
A-11158,2,2020-12-16 22:55:00,2020-12-16 23:10:33.274259,35.6512,-77.386827,0.09,Arlington,VA,Interstate,65.9,72.0,10.4,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Night
A-11159,4,2020-07-22 13:28:00,2020-07-22 15:19:11.938477,27.947757,-81.393293,0.33,Orlando,FL,Interstate,48.6,100.0,7.8,7.0,0.01,Thunderstorm,False,False,False,False,False,False,True,False,False,Day
A-11160,2,2017-11-25 15:20:00,2017-11-25 15:37:53.089086,33.809863,-111.27119,0.32,Phoenix,AZ,Highway,75.5,63.0,9.8,1.8,0.0,Fair,False,False,True,False,False,False,False,False,True,Day
A-11161,2,2018-10-02 15:08:00,2018-10-02 16:25:08.088863,33.116472,-114.77437,0.07,Phoenix,AZ,Highway,61.0,74.0,7.0,10.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,Day
A-11162,2,2016-10-03 12:12:00,2016-10-03 12:57:07.254572,33.885616,-111.041349,0.08,Tucson,AZ,Highway,47.7,72.0,9.5,1.9,0.0,Mostly Cloudy,True,False,False,True,True,False,False,False,True,Day
A-11163,2,2020-03-28 19:48:00,2020-03-28 20:43:45.278162,34.357495,-77.783789,0.39,Durham,NC,Urban Road,73.3,82.0,5.4,12.6,0.0,Fair,False,False,False,False,False,False,False,False,True,Night
A-11164,2,2016-04-15 03:54:00,2016-04-15 04:58:41.229837,30.837984,-98.654989,0.67,Houston,TX,Urban Road,41.2,40.0,9.4,11.5,0.0,Fair,False,False,False,False,False,False,False,False,False,Night
A-11165,3,2019-05-02 13:28:00,2019-05-02 13:39:19.854741,48.381198,-116.815137,0.09,Spokane,WA,Interstate,54.5,47.0,8.3,9.2,0.0,Light Rain,False,False,True,False,False,False,False,False,True,Day
A-11166,2,2022-05-26 16:49:00,2022-05-26 17:39:16.019620,35.646166,-120.884338,1.44,San Jose,CA,Highway,57.0,69.0,1.0,17.7,0.01,Rain,False,False,False,False,False,False,False,False,False,Day
A-11167,3,2016-10-31 12:08:00,2016-10-31 12:22:16.863850,31.030462,-100.266927,0.14,Houston,TX,Urban Road,53.5,64.0,6.2,10.5,0.0,Cloudy,False,False,False,False,False,False,False,True,False,Day
A-11168,3,2019-05-10 12:34:00,2019-05-10 13:19:30.533345,31.386362,-99.864502,0.17,Austin,TX,Rural Road,67.9,83.0,7.2,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,Day
A-11169,3,2022-06-26 06:10:00,2022-06-26 07:06:51.780825,33.895579,-79.361468,0.25,Raleigh,NC,Urban Road,72.7,69.0,11.6,10.1,0.0,Fair,False,False,False,True,False,False,False,False,False,Day
A-11170,3,2019-08-01 17:42:00,2019-08-01 18:17:36.282007,36.425846,-80.211386,0.35,Virginia Beach,VA,Urban Road,35.7,48.0,11.9,9.3,0.0,Fair,False,False,False,False,False,False,False,False,True,Day
A-11171,4,2020-02-09 08:14:00,2020-02-09 08:36:32.649330,47.885739,-122.523432,0.02,Tacoma,WA,Highway,88.8,65.0,15.0,7.8,0.0,Mostly Cloudy,True,False,False,False,False,True,False,False,False,Day
A-11172,2,2018-09-10 11:13:00,2018-09-10 12:59:03.878996,40.337516,-88.887508,0.73,Rockford,IL,Interstate,60.3,63.0,11.8,8.6,0.0,Light Rain,False,False,False,False,False,False,True,False,False,Day
A-11173,4,2016-04-18 16:33:00,2016-04-18 17:33:26.605569,30.543057,-99.904066,0.3,Houston,TX,Rural Road,84.3,76.0,10.6,4.9,0.0,Fair,False,False,True,False,False,False,False,False,False,Day
A-11174,3,2018-04-26 20:28:00,2018-04-26 20:46:30.968050,31.13001,-100.573912,0.15,Dallas,TX,Urban Road,84.5,81.0,7.6,4.7,0.0,Fair,False,False,True,False,False,False,False,False,True,Night
A-11175,3,2016-09-10 23:26:00,2016-09-10 23:41:36.116305,32.805542,-99.132194,0.11,San Antonio,TX,Highway,49.3,31.0,9.7,2.7,0.0,Mostly Cloudy,False,False,False,False,False,False,False,True,False,Night
